tasklist_id,label,deskripsi,lokasi,detail_lokasi,lokasi_merged,teks_final
8240689,Non TBC,dus barang tidak ditempatkan ditempatnya,(B8) Infrastucture Tambang,Office Champion,"(B8) Infrastucture Tambang, Office Champion","[DESKRIPSI]: dus barang tidak ditempatkan ditempatnya [LOKASI]: (B8) Infrastucture Tambang, Office Champion"
8240680,Non TBC,gelas tidak disimpan ditempatnya,(B8) Infrastucture Tambang,Office Champion,"(B8) Infrastucture Tambang, Office Champion","[DESKRIPSI]: gelas tidak disimpan ditempatnya [LOKASI]: (B8) Infrastucture Tambang, Office Champion"
8240238,Non TBC,Jalur Front CD tengah undulating,(B8) Pit CD,Front Loading OB,"(B8) Pit CD, Front Loading OB","[DESKRIPSI]: Jalur Front CD tengah undulating [LOKASI]: (B8) Pit CD, Front Loading OB"
8235691,Non TBC,Tanggul sisi utara lokasi bor belum terpasang safety line,(B8) Area Kritis Blok 8,(B8) Drill & Blast,"(B8) Area Kritis Blok 8, (B8) Drill & Blast","[DESKRIPSI]: Tanggul sisi utara lokasi bor belum terpasang safety line [LOKASI]: (B8) Area Kritis Blok 8, (B8) Drill & Blast"
8235611,Non TBC,Ditemukan jalan keluar masuk disposal stock soil undulating,(B PMO) Pit Q1,Disposal Stock Soil KDC,"(B PMO) Pit Q1, Disposal Stock Soil KDC","[DESKRIPSI]: Ditemukan jalan keluar masuk disposal stock soil undulating [LOKASI]: (B PMO) Pit Q1, Disposal Stock Soil KDC"
8235276,Non TBC,Tanggul tidak standart,Disposal OPDW Extend,Akses Area Front Dumping,"Disposal OPDW Extend, Akses Area Front Dumping","[DESKRIPSI]: Tanggul tidak standart [LOKASI]: Disposal OPDW Extend, Akses Area Front Dumping"
8240778,5. Deviasi Loading/Dumping,Bendera batas dumping belum di update,Pit C2HU,[C2HU] Disposal,"Pit C2HU, [C2HU] Disposal","[DESKRIPSI]: Bendera batas dumping belum di update [LOKASI]: Pit C2HU, [C2HU] Disposal"
8239648,Non TBC,Teeth bucket aus,Main Workshop Pama,Akses Jalan area Workshop,"Main Workshop Pama, Akses Jalan area Workshop","[DESKRIPSI]: Teeth bucket aus [LOKASI]: Main Workshop Pama, Akses Jalan area Workshop"
8237977,Non TBC,Radio tidak di simpan pada tempatnya,Towing Tug,TB KSA 78,"Towing Tug, TB KSA 78","[DESKRIPSI]: Radio tidak di simpan pada tempatnya [LOKASI]: Towing Tug, TB KSA 78"
8237321,Non TBC,sampah tidak pada tempatnya,Project Rehandling Soil OPP,Mess/Office,"Project Rehandling Soil OPP, Mess/Office","[DESKRIPSI]: sampah tidak pada tempatnya [LOKASI]: Project Rehandling Soil OPP, Mess/Office"
8239157,Non TBC,Mesin bor tidak disimpan pada tempatnya setelah dipakai,Towing Tug,TB KSA 125,"Towing Tug, TB KSA 125","[DESKRIPSI]: Mesin bor tidak disimpan pada tempatnya setelah dipakai [LOKASI]: Towing Tug, TB KSA 125"
8238772,Non TBC,Tali ringbouy belum ada di stand,Aktivitas Area High Risk,Checkpound Stage 3,"Aktivitas Area High Risk, Checkpound Stage 3","[DESKRIPSI]: Tali ringbouy belum ada di stand [LOKASI]: Aktivitas Area High Risk, Checkpound Stage 3"
8238615,Non TBC,Terdapat ring buoy yang tidak di lengkapi tali,Barge,BG PSPM 12,"Barge, BG PSPM 12","[DESKRIPSI]: Terdapat ring buoy yang tidak di lengkapi tali [LOKASI]: Barge, BG PSPM 12"
8236207,Non TBC,Front loading undulating,(B8) Pit C2,Front Loading Coal,"(B8) Pit C2, Front Loading Coal","[DESKRIPSI]: Front loading undulating [LOKASI]: (B8) Pit C2, Front Loading Coal"
8241551,Non TBC,Tali berhamburan di buritan,Towing Tug,TB BINTANG 2002,"Towing Tug, TB BINTANG 2002","[DESKRIPSI]: Tali berhamburan di buritan [LOKASI]: Towing Tug, TB BINTANG 2002"
8240755,Non TBC,Kondisi jalan undulating,(B PMO) Pit K1,Loading Point Pit K1 KDC,"(B PMO) Pit K1, Loading Point Pit K1 KDC","[DESKRIPSI]: Kondisi jalan undulating [LOKASI]: (B PMO) Pit K1, Loading Point Pit K1 KDC"
8240599,Non TBC,Kondisi loto buram,Main Workshop Pama,Bays 1 (Wheel),"Main Workshop Pama, Bays 1 (Wheel)","[DESKRIPSI]: Kondisi loto buram [LOKASI]: Main Workshop Pama, Bays 1 (Wheel)"
8239947,Non TBC,Rambu larangan dekat air terjatuh,Aktivitas Area High Risk,Checkpound Stage 3,"Aktivitas Area High Risk, Checkpound Stage 3","[DESKRIPSI]: Rambu larangan dekat air terjatuh [LOKASI]: Aktivitas Area High Risk, Checkpound Stage 3"
8239518,Non TBC,debu awal shift 2 karena jalan kering dan debu naik,(B PMO) Hauling Road,Simpang Samosir KDC,"(B PMO) Hauling Road, Simpang Samosir KDC","[DESKRIPSI]: debu awal shift 2 karena jalan kering dan debu naik [LOKASI]: (B PMO) Hauling Road, Simpang Samosir KDC"
8238493,Non TBC,Terdapat sepatu safety yang belum di simpan pada tempatnya setelah di gunakan,Assist Tug Sungai,INTAN MEGAH 06,"Assist Tug Sungai, INTAN MEGAH 06","[DESKRIPSI]: Terdapat sepatu safety yang belum di simpan pada tempatnya setelah di gunakan [LOKASI]: Assist Tug Sungai, INTAN MEGAH 06"
8237788,Non TBC,Apar belum inspeksi bulan berjalan,Warehouse MTL,Gudang EDJS,"Warehouse MTL, Gudang EDJS","[DESKRIPSI]: Apar belum inspeksi bulan berjalan [LOKASI]: Warehouse MTL, Gudang EDJS"
8237733,Non TBC,Terdapat spoil pada jalan angkut,Hauling Hamparan,Hauling Hamparan,Hauling Hamparan,[DESKRIPSI]: Terdapat spoil pada jalan angkut [LOKASI]: Hauling Hamparan
8236823,Non TBC,Lantai di kontrol WIQ kotor debu batu bara,Coal Crushing Plant (CPP),Jetty / Dermaga Barging,"Coal Crushing Plant (CPP), Jetty / Dermaga Barging","[DESKRIPSI]: Lantai di kontrol WIQ kotor debu batu bara [LOKASI]: Coal Crushing Plant (CPP), Jetty / Dermaga Barging"
8235515,Non TBC,Posisi tower lamp terlalu jauh dengan front loading di Ex 830,(B8) Pit J,Front Loading Coal,"(B8) Pit J, Front Loading Coal","[DESKRIPSI]: Posisi tower lamp terlalu jauh dengan front loading di Ex 830 [LOKASI]: (B8) Pit J, Front Loading Coal"
8235510,Non TBC,Terdapat spoil di area akses jalan masuk penyempitan jalan dikarenakan spoil disposal RL 35,(B8) Pit C2,Disposal,"(B8) Pit C2, Disposal","[DESKRIPSI]: Terdapat spoil di area akses jalan masuk penyempitan jalan dikarenakan spoil disposal RL 35 [LOKASI]: (B8) Pit C2, Disposal"
7172065,4. Posisi Pekerja pada Area Tidak aman/Tidak Sesuai Prosedur,Pencahayaan kurang maksimal area dumpingan OPD west RL 60 Utara,,,,[DESKRIPSI]: Pencahayaan kurang maksimal area dumpingan OPD west RL 60 Utara
8238873,Non TBC,Jalan hauling berdebu tebal pandangan terbatas,Coal Hauling Road,Red Zone Jl.Barokah Km 3.600,"Coal Hauling Road, Red Zone Jl.Barokah Km 3.600","[DESKRIPSI]: Jalan hauling berdebu tebal pandangan terbatas [LOKASI]: Coal Hauling Road, Red Zone Jl.Barokah Km 3.600"
8233709,9. Kesesuaian Dokumen Kerja,Crew PT Velseis mengoperasikan Unit Genset yang di gunakan untuk Logging di unit Drilling PT Kasam-010 tidak memiliki Kimper ,EKSPLORASI GURIMBANG,JALAN PENGEBORAN - RIG KSM - DM - 010,"EKSPLORASI GURIMBANG, JALAN PENGEBORAN - RIG KSM - DM - 010","[DESKRIPSI]: Crew PT Velseis mengoperasikan Unit Genset yang di gunakan untuk Logging di unit Drilling PT Kasam-010 tidak memiliki Kimper [LOKASI]: EKSPLORASI GURIMBANG, JALAN PENGEBORAN - RIG KSM - DM - 010"
8235763,Non TBC,Terdapat sampah berserakan,(B PMO) Hauling Road,Jembatan Bengkirai KDC,"(B PMO) Hauling Road, Jembatan Bengkirai KDC","[DESKRIPSI]: Terdapat sampah berserakan [LOKASI]: (B PMO) Hauling Road, Jembatan Bengkirai KDC"
8241376,Non TBC,Apar manitou Belum di inspeksi,Pit Stop KM 5 FAD,Parkiran Unit,"Pit Stop KM 5 FAD, Parkiran Unit","[DESKRIPSI]: Apar manitou Belum di inspeksi [LOKASI]: Pit Stop KM 5 FAD, Parkiran Unit"
8240008,Non TBC,Terdapat jalan undulating arah front soil out pit,(B PMO) Pit Q1,Loading Soil Outpit Disposal OPD Q KDC,"(B PMO) Pit Q1, Loading Soil Outpit Disposal OPD Q KDC","[DESKRIPSI]: Terdapat jalan undulating arah front soil out pit [LOKASI]: (B PMO) Pit Q1, Loading Soil Outpit Disposal OPD Q KDC"
8239944,5. Deviasi Loading/Dumping,Tanggul disposal Ipd ch belum standart,(B8) Pit CH,Disposal Kering IPD CH,"(B8) Pit CH, Disposal Kering IPD CH","[DESKRIPSI]: Tanggul disposal Ipd ch belum standart [LOKASI]: (B8) Pit CH, Disposal Kering IPD CH"
8238961,Non TBC,Drainase ketutup spoil,Aktivitas Area High Risk,Pos Traffic Persimpangan Jalan Negara,"Aktivitas Area High Risk, Pos Traffic Persimpangan Jalan Negara","[DESKRIPSI]: Drainase ketutup spoil [LOKASI]: Aktivitas Area High Risk, Pos Traffic Persimpangan Jalan Negara"
8238831,Non TBC,Sarung tangan bekas buang ke B3,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Sarung tangan bekas buang ke B3 [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8235998,Non TBC,Rambu parkir rebah,Pit PQRT,[Area Kritis] Drill & Blast,"Pit PQRT, [Area Kritis] Drill & Blast","[DESKRIPSI]: Rambu parkir rebah [LOKASI]: Pit PQRT, [Area Kritis] Drill & Blast"
8235279,Non TBC,Tidak menggunakan Rambu saat pemompaan,Workshop Tyre Pama,Bays Remove & Install Tyre,"Workshop Tyre Pama, Bays Remove & Install Tyre","[DESKRIPSI]: Tidak menggunakan Rambu saat pemompaan [LOKASI]: Workshop Tyre Pama, Bays Remove & Install Tyre"
8235090,Non TBC,Over speed 3105,Control Room Technology,Control Room Mining Eyes & MH02,"Control Room Technology, Control Room Mining Eyes & MH02","[DESKRIPSI]: Over speed 3105 [LOKASI]: Control Room Technology, Control Room Mining Eyes & MH02"
8240443,Non TBC,filter bekas penuh pada tampungan belum dibuang,Main Workshop Pama,Bays 1 (Wheel),"Main Workshop Pama, Bays 1 (Wheel)","[DESKRIPSI]: filter bekas penuh pada tampungan belum dibuang [LOKASI]: Main Workshop Pama, Bays 1 (Wheel)"
8238706,5. Deviasi Loading/Dumping,Bendera limiter belum terupdate,Disposal IPD L,Front Dumping Kering,"Disposal IPD L, Front Dumping Kering","[DESKRIPSI]: Bendera limiter belum terupdate [LOKASI]: Disposal IPD L, Front Dumping Kering"
8238320,Non TBC,Operator speak up jalan berdebu,(B8) Pit J,Front Loading OB,"(B8) Pit J, Front Loading OB","[DESKRIPSI]: Operator speak up jalan berdebu [LOKASI]: (B8) Pit J, Front Loading OB"
8238246,Non TBC,Ditemukan Wd tidak pada tempatnyAa,Workshop Transportasi Massal,Workshop diluar site - Bagong,"Workshop Transportasi Massal, Workshop diluar site - Bagong","[DESKRIPSI]: Ditemukan Wd tidak pada tempatnyAa [LOKASI]: Workshop Transportasi Massal, Workshop diluar site - Bagong"
8236946,Non TBC,Cat tidak pada tempatnya,Workshop Fabrikasi Pama,Bays SSE,"Workshop Fabrikasi Pama, Bays SSE","[DESKRIPSI]: Cat tidak pada tempatnya [LOKASI]: Workshop Fabrikasi Pama, Bays SSE"
8236738,Non TBC,Spoil di jalan keluar front loading,Project Rehandling Soil OPP,Jalan,"Project Rehandling Soil OPP, Jalan","[DESKRIPSI]: Spoil di jalan keluar front loading [LOKASI]: Project Rehandling Soil OPP, Jalan"
8235954,Non TBC,Kondisi track EX 8502 kendor segera lakukan perbaikan,(B PMO) Pit Q1,Loading Point Q1 KDC,"(B PMO) Pit Q1, Loading Point Q1 KDC","[DESKRIPSI]: Kondisi track EX 8502 kendor segera lakukan perbaikan [LOKASI]: (B PMO) Pit Q1, Loading Point Q1 KDC"
8235453,Non TBC,Rambu stop di parkiran sarana rebah,(B8) Pit J,Disposal,"(B8) Pit J, Disposal","[DESKRIPSI]: Rambu stop di parkiran sarana rebah [LOKASI]: (B8) Pit J, Disposal"
8235009,Non TBC,Parit penuh lumpur,(B8) Workshop Champoin,Bays Champions,"(B8) Workshop Champoin, Bays Champions","[DESKRIPSI]: Parit penuh lumpur [LOKASI]: (B8) Workshop Champoin, Bays Champions"
8240933,Non TBC,Sampah belum diangkut,Change shift Barokah LD/DT,Akses Jalan Change Shift,"Change shift Barokah LD/DT, Akses Jalan Change Shift","[DESKRIPSI]: Sampah belum diangkut [LOKASI]: Change shift Barokah LD/DT, Akses Jalan Change Shift"
8239692,Non TBC,Temuan sampah dibuang tidak pada tempatnya,Warehouse,Warehouse PT. BC SMO,Warehouse PT. BC SMO,[DESKRIPSI]: Temuan sampah dibuang tidak pada tempatnya [LOKASI]: Warehouse PT. BC SMO
8239207,Non TBC,Unit maintenance tidak dipasang lock artic,Main Workshop Pama,Bays 1 (Wheel),"Main Workshop Pama, Bays 1 (Wheel)","[DESKRIPSI]: Unit maintenance tidak dipasang lock artic [LOKASI]: Main Workshop Pama, Bays 1 (Wheel)"
8236998,Non TBC,Apar belum di lakukan inspeksi,Pit L East/Timur,View Point Control Room Mining Eyes & MH02,"Pit L East/Timur, View Point Control Room Mining Eyes & MH02","[DESKRIPSI]: Apar belum di lakukan inspeksi [LOKASI]: Pit L East/Timur, View Point Control Room Mining Eyes & MH02"
8235446,Non TBC,Area manuver HD Undulating,(B8) Pit J,Disposal,"(B8) Pit J, Disposal","[DESKRIPSI]: Area manuver HD Undulating [LOKASI]: (B8) Pit J, Disposal"
8235166,Non TBC,KIP Apar CT157 belum diinspeksi,Workshop Fabrikasi Pama,Bays SSE,"Workshop Fabrikasi Pama, Bays SSE","[DESKRIPSI]: KIP Apar CT157 belum diinspeksi [LOKASI]: Workshop Fabrikasi Pama, Bays SSE"
8234955,Non TBC,"Saat akan melakukan pencucian unit LV, ganjal belum dipasang",Area DNX,Area Washpad,"Area DNX, Area Washpad","[DESKRIPSI]: Saat akan melakukan pencucian unit LV, ganjal belum dipasang [LOKASI]: Area DNX, Area Washpad"
8238713,Non TBC,Jalan baru belum di sekrap,(B8) Road Management,JLn. Wakatobi,"(B8) Road Management, JLn. Wakatobi","[DESKRIPSI]: Jalan baru belum di sekrap [LOKASI]: (B8) Road Management, JLn. Wakatobi"
8237847,Non TBC,Bahan chemical bukan pada tempatnya,Towing Tug,TB KSA 29,"Towing Tug, TB KSA 29","[DESKRIPSI]: Bahan chemical bukan pada tempatnya [LOKASI]: Towing Tug, TB KSA 29"
8237771,Non TBC,Terdapat Rambu Rebah Pada Jalan Hauling Maratua Jalur Muatan,(B PMO) Hauling Road,Jalan Hauling Maratua KDC,"(B PMO) Hauling Road, Jalan Hauling Maratua KDC","[DESKRIPSI]: Terdapat Rambu Rebah Pada Jalan Hauling Maratua Jalur Muatan [LOKASI]: (B PMO) Hauling Road, Jalan Hauling Maratua KDC"
8235613,Non TBC,Ditemukan di disposal stock soil undulating di area manuver dumping,(B PMO) Pit Q1,Disposal Stock Soil KDC,"(B PMO) Pit Q1, Disposal Stock Soil KDC","[DESKRIPSI]: Ditemukan di disposal stock soil undulating di area manuver dumping [LOKASI]: (B PMO) Pit Q1, Disposal Stock Soil KDC"
8235246,Non TBC,Terdapat mata gerinda yang sudah limit atau tidak layak,Workshop BMC,Bays Maintenance,"Workshop BMC, Bays Maintenance","[DESKRIPSI]: Terdapat mata gerinda yang sudah limit atau tidak layak [LOKASI]: Workshop BMC, Bays Maintenance"
8241132,5. Deviasi Loading/Dumping,Limiter belum update,Handling Soil East KDC,Dumping Stocksoil East KDC,"Handling Soil East KDC, Dumping Stocksoil East KDC","[DESKRIPSI]: Limiter belum update [LOKASI]: Handling Soil East KDC, Dumping Stocksoil East KDC"
8239058,5. Deviasi Loading/Dumping,limiter belum update,Handling Soil East KDC,Dumping Stocksoil East KDC,"Handling Soil East KDC, Dumping Stocksoil East KDC","[DESKRIPSI]: limiter belum update [LOKASI]: Handling Soil East KDC, Dumping Stocksoil East KDC"
8238826,Non TBC,Buang sampah absorbent ke tempat B3,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Buang sampah absorbent ke tempat B3 [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8238310,Non TBC,Lantai basah potensi licin,Workshop Fabrikasi Pama,Bays SSE,"Workshop Fabrikasi Pama, Bays SSE","[DESKRIPSI]: Lantai basah potensi licin [LOKASI]: Workshop Fabrikasi Pama, Bays SSE"
8237967,Non TBC,Temuan hasil inspeksi PM 145 Lampu Rem Mati,Unit Transportasi Massal,Unit Transportasi Darat,"Unit Transportasi Massal, Unit Transportasi Darat","[DESKRIPSI]: Temuan hasil inspeksi PM 145 Lampu Rem Mati [LOKASI]: Unit Transportasi Massal, Unit Transportasi Darat"
8237712,Non TBC,Terdapat tumpahan batubara dibawah TL4,CPP Binungan,TLC CPP Bin BC,"CPP Binungan, TLC CPP Bin BC","[DESKRIPSI]: Terdapat tumpahan batubara dibawah TL4 [LOKASI]: CPP Binungan, TLC CPP Bin BC"
8237151,Non TBC,"Hose grease PC 2005 pecah, lakukan penggantian",Workshop MTL KM 1,"WS A2B,Support & Gudang MTL","Workshop MTL KM 1, WS A2B,Support & Gudang MTL","[DESKRIPSI]: Hose grease PC 2005 pecah, lakukan penggantian [LOKASI]: Workshop MTL KM 1, WS A2B,Support & Gudang MTL"
8235319,Non TBC,Terdapat kubus apung yg tidak teekonek dengan pompa,Pit East 2,Sump East 2,"Pit East 2, Sump East 2","[DESKRIPSI]: Terdapat kubus apung yg tidak teekonek dengan pompa [LOKASI]: Pit East 2, Sump East 2"
8235050,Non TBC,Tta jalan disposal berlubang,(B8) Pit J,Disposal,"(B8) Pit J, Disposal","[DESKRIPSI]: Tta jalan disposal berlubang [LOKASI]: (B8) Pit J, Disposal"
8239279,Non TBC,Sampah sudah penuh belum di buang ke tempat pembuangan sampah,(B PMO) Pit Q1,Pit Stop A2B Q1 KDC,"(B PMO) Pit Q1, Pit Stop A2B Q1 KDC","[DESKRIPSI]: Sampah sudah penuh belum di buang ke tempat pembuangan sampah [LOKASI]: (B PMO) Pit Q1, Pit Stop A2B Q1 KDC"
8236945,Non TBC,Checklist pemeriksaan oil trap belum di update untuk pagi ini,Main Workshop Pama,Oil Trap,"Main Workshop Pama, Oil Trap","[DESKRIPSI]: Checklist pemeriksaan oil trap belum di update untuk pagi ini [LOKASI]: Main Workshop Pama, Oil Trap"
8235543,Non TBC,Kuku bucket tumpul,[Area Kritis] Shutdown BUMA Elv-65,[Area Kritis] Area Perbaikan Unit,"[Area Kritis] Shutdown BUMA Elv-65, [Area Kritis] Area Perbaikan Unit","[DESKRIPSI]: Kuku bucket tumpul [LOKASI]: [Area Kritis] Shutdown BUMA Elv-65, [Area Kritis] Area Perbaikan Unit"
8234932,Non TBC,Boulder jatuh di front 1800,(B8) Pit CD,Front Loading OB,"(B8) Pit CD, Front Loading OB","[DESKRIPSI]: Boulder jatuh di front 1800 [LOKASI]: (B8) Pit CD, Front Loading OB"
8241398,Non TBC,Tools webing Sling 1 ton sudah tidak layak dipakai,Pit Stop KM 5 FAD,Warehouse,"Pit Stop KM 5 FAD, Warehouse","[DESKRIPSI]: Tools webing Sling 1 ton sudah tidak layak dipakai [LOKASI]: Pit Stop KM 5 FAD, Warehouse"
8240711,Non TBC,Penutup smoke detector di salon belum di lepas,Towing Tug,TB KSA 73,"Towing Tug, TB KSA 73","[DESKRIPSI]: Penutup smoke detector di salon belum di lepas [LOKASI]: Towing Tug, TB KSA 73"
8240222,Non TBC,Ganjal ban tidak pda tempatny,Workshop Fabrikasi Pama,Bays SSE,"Workshop Fabrikasi Pama, Bays SSE","[DESKRIPSI]: Ganjal ban tidak pda tempatny [LOKASI]: Workshop Fabrikasi Pama, Bays SSE"
8237198,Non TBC,Lantai bays kondisi kotor masih ada bekas cecran oli belum di cuci,Workshop Bigshop BUMA,Bays Rapair/Maintenance,"Workshop Bigshop BUMA, Bays Rapair/Maintenance","[DESKRIPSI]: Lantai bays kondisi kotor masih ada bekas cecran oli belum di cuci [LOKASI]: Workshop Bigshop BUMA, Bays Rapair/Maintenance"
8237026,Non TBC,Expose Seam Q pit Q timur perlu pemasangan kembali pita pink batas pengukuran Survey,(B PMO) Pit Q1,Loading Point Q1 KDC,"(B PMO) Pit Q1, Loading Point Q1 KDC","[DESKRIPSI]: Expose Seam Q pit Q timur perlu pemasangan kembali pita pink batas pengukuran Survey [LOKASI]: (B PMO) Pit Q1, Loading Point Q1 KDC"
8236827,5. Deviasi Loading/Dumping,Limiter blm update,Disposal OPD East 1,Akses Front dumping Disposal PAMA,"Disposal OPD East 1, Akses Front dumping Disposal PAMA","[DESKRIPSI]: Limiter blm update [LOKASI]: Disposal OPD East 1, Akses Front dumping Disposal PAMA"
8236184,Non TBC,Sampah tidak dibuang pada tempatnya,Coal Crushing Plant (CPP),Pos Mooring GMO,"Coal Crushing Plant (CPP), Pos Mooring GMO","[DESKRIPSI]: Sampah tidak dibuang pada tempatnya [LOKASI]: Coal Crushing Plant (CPP), Pos Mooring GMO"
8234944,Non TBC,Terdapat charger laptop dalam keadaan kabel terbuka dan terkelupas,EKSPLORASI GURIMBANG,AREA AKTIFITAS SURVEY,"EKSPLORASI GURIMBANG, AREA AKTIFITAS SURVEY","[DESKRIPSI]: Terdapat charger laptop dalam keadaan kabel terbuka dan terkelupas [LOKASI]: EKSPLORASI GURIMBANG, AREA AKTIFITAS SURVEY"
8234865,5. Deviasi Loading/Dumping,Limiter blm update,Disposal OPD East 1,Akses Front dumping Disposal PAMA,"Disposal OPD East 1, Akses Front dumping Disposal PAMA","[DESKRIPSI]: Limiter blm update [LOKASI]: Disposal OPD East 1, Akses Front dumping Disposal PAMA"
8241615,Non TBC,Tali seken towing tidak di rapikan,Towing Tug,TB KSA 105,"Towing Tug, TB KSA 105","[DESKRIPSI]: Tali seken towing tidak di rapikan [LOKASI]: Towing Tug, TB KSA 105"
8238846,5. Deviasi Loading/Dumping,belum terpasang batas dumping -40 selatan ( temuan tbc ),Pit PQRT,Disposal,"Pit PQRT, Disposal","[DESKRIPSI]: belum terpasang batas dumping -40 selatan ( temuan tbc ) [LOKASI]: Pit PQRT, Disposal"
8238840,Non TBC,Buang sarung tangan bekas ke tempat b3,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Buang sarung tangan bekas ke tempat b3 [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8238818,5. Deviasi Loading/Dumping,Limiter belum update,Aktivitas Area High Risk,Dumping Rawa EFG Timur PAMA,"Aktivitas Area High Risk, Dumping Rawa EFG Timur PAMA","[DESKRIPSI]: Limiter belum update [LOKASI]: Aktivitas Area High Risk, Dumping Rawa EFG Timur PAMA"
8238542,Non TBC,Sampah tidak di buang pada tempatnya,(B8) Workshop Temporary MIJ,Open Yard MIJ,"(B8) Workshop Temporary MIJ, Open Yard MIJ","[DESKRIPSI]: Sampah tidak di buang pada tempatnya [LOKASI]: (B8) Workshop Temporary MIJ, Open Yard MIJ"
8237247,5. Deviasi Loading/Dumping,belum ter up date batas dumping -30 timur ( temuan tbc ),Pit PQRT,Disposal,"Pit PQRT, Disposal","[DESKRIPSI]: belum ter up date batas dumping -30 timur ( temuan tbc ) [LOKASI]: Pit PQRT, Disposal"
8240378,14. Technology,Cctv pos gudang eror atau mati,(B8) Gudang Handak,Gudang Handak B8,"(B8) Gudang Handak, Gudang Handak B8","[DESKRIPSI]: Cctv pos gudang eror atau mati [LOKASI]: (B8) Gudang Handak, Gudang Handak B8"
8240377,Non TBC,"Pipa bekas tidak pda tempatnya,",Workshop Fabrikasi Pama,Bays SSE,"Workshop Fabrikasi Pama, Bays SSE","[DESKRIPSI]: Pipa bekas tidak pda tempatnya, [LOKASI]: Workshop Fabrikasi Pama, Bays SSE"
8238557,Non TBC,Draft tongkang belum di cat,Barge,BG PSPM 02,"Barge, BG PSPM 02","[DESKRIPSI]: Draft tongkang belum di cat [LOKASI]: Barge, BG PSPM 02"
8237683,Non TBC,INSPEKSI DAILY COVERAGE AREA WASHING PAD AREA PENCUCIAN,Washing Pad BUMA Workshop 2,Area Pencucian,"Washing Pad BUMA Workshop 2, Area Pencucian","[DESKRIPSI]: INSPEKSI DAILY COVERAGE AREA WASHING PAD AREA PENCUCIAN [LOKASI]: Washing Pad BUMA Workshop 2, Area Pencucian"
8241484,Non TBC,Wearpack bukan di tempatnya,Towing Tug,TB KSA 105,"Towing Tug, TB KSA 105","[DESKRIPSI]: Wearpack bukan di tempatnya [LOKASI]: Towing Tug, TB KSA 105"
8240799,Non TBC,Belum memasang demarkasi,Aktivitas Area High Risk,IBDW Area Pit L East/Timur PAMA,"Aktivitas Area High Risk, IBDW Area Pit L East/Timur PAMA","[DESKRIPSI]: Belum memasang demarkasi [LOKASI]: Aktivitas Area High Risk, IBDW Area Pit L East/Timur PAMA"
8240691,Non TBC,charger tidak dilepas ketika selesai digunakan,(B8) Infrastucture Tambang,Office Champion,"(B8) Infrastucture Tambang, Office Champion","[DESKRIPSI]: charger tidak dilepas ketika selesai digunakan [LOKASI]: (B8) Infrastucture Tambang, Office Champion"
8236960,Non TBC,Wepack tidak pada tempatnya,Towing Tug,TB KSA 135,"Towing Tug, TB KSA 135","[DESKRIPSI]: Wepack tidak pada tempatnya [LOKASI]: Towing Tug, TB KSA 135"
8235258,Non TBC,Hose grease bocor,Project Diversion Selatan,Stage 1 Project Road Diversion,"Project Diversion Selatan, Stage 1 Project Road Diversion","[DESKRIPSI]: Hose grease bocor [LOKASI]: Project Diversion Selatan, Stage 1 Project Road Diversion"
8240724,Non TBC,Tyreman Tidak memasang ganjal saat pemompaan,Workshop Tyre Pama,Bays Remove & Install Tyre,"Workshop Tyre Pama, Bays Remove & Install Tyre","[DESKRIPSI]: Tyreman Tidak memasang ganjal saat pemompaan [LOKASI]: Workshop Tyre Pama, Bays Remove & Install Tyre"
8240685,Non TBC,komputer tidak dimatikan ketika selesai bekerja,(B8) Infrastucture Tambang,Office Champion,"(B8) Infrastucture Tambang, Office Champion","[DESKRIPSI]: komputer tidak dimatikan ketika selesai bekerja [LOKASI]: (B8) Infrastucture Tambang, Office Champion"
8239679,14. Technology,kamera dms dth 041 layar biru saat unit melalui jalan undulating,(B PMO) Hauling Road,Jalan Hauling Agatis KDC,"(B PMO) Hauling Road, Jalan Hauling Agatis KDC","[DESKRIPSI]: kamera dms dth 041 layar biru saat unit melalui jalan undulating [LOKASI]: (B PMO) Hauling Road, Jalan Hauling Agatis KDC"
8239612,5. Deviasi Loading/Dumping,Acuan dumping belum ada,Disposal OPD East 1,Akses Front dumping Disposal PAMA,"Disposal OPD East 1, Akses Front dumping Disposal PAMA","[DESKRIPSI]: Acuan dumping belum ada [LOKASI]: Disposal OPD East 1, Akses Front dumping Disposal PAMA"
8238383,14. Technology,Pintu kamar mandi tidak di tutup menghalangi jalan dan pandangan cctv,Assist Tug Sungai,TB DL 11,"Assist Tug Sungai, TB DL 11","[DESKRIPSI]: Pintu kamar mandi tidak di tutup menghalangi jalan dan pandangan cctv [LOKASI]: Assist Tug Sungai, TB DL 11"
